,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.5561426684280053,expert1,DeepCell 0.12.3 mem,tile1,0.5,1684,941,1747
1,0.5594823295171727,expert1,DeepCell 0.12.3 cyto,tile1,0.5,1686,910,1745
2,0.5884067357512953,expert1,DeepCell 0.9.0 mem,tile1,0.5,1817,928,1614
3,0.5835095137420718,expert1,DeepCell 0.9.0 cyto,tile1,0.5,1794,924,1637
4,0.3441603317208017,expert1,DeepCell 0.6.0 mem,tile1,0.5,996,1361,2435
5,0.3352580927384077,expert1,DeepCell 0.6.0 cyto,tile1,0.5,958,1326,2473
6,0.5487901312668038,expert1,Cellpose 2.1.0,tile1,0.5,1735,1157,1696
7,0.5604203152364273,expert1,Cellpose 0.6.1,tile1,0.5,1760,1090,1671
8,0.5430204081632654,expert1,Cellpose 0.0.3.1,tile1,0.5,1663,1031,1768
9,0.2159856308935788,expert1,CellProfiler,tile1,0.5,481,542,2950
10,0.006791171477079796,expert1,CellX,tile1,0.5,12,91,3419
11,0.02724563644103874,expert1,AICS(classic),tile1,0.5,64,1203,3367
12,0.0,expert1,Cellsegm,tile1,0.5,0,23,3431
13,0.006319883325230919,expert1,Voronoi,tile1,0.5,13,670,3418
14,0.3558371040723982,expert1,Expert2,tile1,0.5,983,1111,2448
15,0.3543123543123543,expert2,DeepCell 0.12.3 mem,tile1,0.5,836,1789,1258
16,0.34072494669509595,expert2,DeepCell 0.12.3 cyto,tile1,0.5,799,1797,1295
17,0.4955569332506716,expert2,DeepCell 0.9.0 mem,tile1,0.5,1199,1546,895
18,0.5610972568578554,expert2,DeepCell 0.9.0 cyto,tile1,0.5,1350,1368,744
19,0.15097730847000673,expert2,DeepCell 0.6.0 mem,tile1,0.5,336,2021,1758
20,0.14024668798538145,expert2,DeepCell 0.6.0 cyto,tile1,0.5,307,1977,1787
21,0.5655836341756919,expert2,Cellpose 2.1.0,tile1,0.5,1410,1482,684
22,0.5889967637540453,expert2,Cellpose 0.6.1,tile1,0.5,1456,1394,638
23,0.5985797827903091,expert2,Cellpose 0.0.3.1,tile1,0.5,1433,1261,661
24,0.2945139557266602,expert2,CellProfiler,tile1,0.5,459,564,1635
25,0.011834319526627219,expert2,CellX,tile1,0.5,13,90,2081
26,0.15055043141922048,expert2,AICS(classic),tile1,0.5,253,1014,1841
27,0.0,expert2,Cellsegm,tile1,0.5,0,23,2094
28,0.0014404033129276198,expert2,Voronoi,tile1,0.5,2,681,2092
29,0.3558371040723982,expert2,Expert1,tile1,0.5,983,2448,1111
30,0.42214532871972316,expert1,DeepCell 0.12.3 mem,tile2,0.5,1159,1273,1900
31,0.41184971098265893,expert1,DeepCell 0.12.3 cyto,tile2,0.5,1140,1337,1919
32,0.477901545095221,expert1,DeepCell 0.9.0 mem,tile2,0.5,1330,1177,1729
33,0.504881945677259,expert1,DeepCell 0.9.0 cyto,tile2,0.5,1422,1152,1637
34,0.22353389185072353,expert1,DeepCell 0.6.0 mem,tile2,0.5,587,1606,2472
35,0.22106881968473663,expert1,DeepCell 0.6.0 cyto,tile2,0.5,575,1568,2484
36,0.4923777816716313,expert1,Cellpose 2.1.0,tile2,0.5,1405,1243,1654
37,0.5092250922509225,expert1,Cellpose 0.6.1,tile2,0.5,1449,1183,1610
38,0.48268398268398266,expert1,Cellpose 0.0.3.1,tile2,0.5,1338,1147,1721
39,0.09763313609467456,expert1,CellProfiler,tile2,0.5,198,799,2861
40,0.004467134652201659,expert1,CellX,tile2,0.5,7,68,3052
41,0.029431144300461235,expert1,AICS(classic),tile2,0.5,67,1427,2992
42,0.0,expert1,Cellsegm,tile2,0.5,0,17,3059
43,0.0032197477864233967,expert1,Voronoi,tile2,0.5,6,662,3053
44,0.357814688813288,expert1,Expert2,tile2,0.5,894,1044,2165
45,0.3153318077803204,expert2,DeepCell 0.12.3 mem,tile2,0.5,689,1743,1249
46,0.29218573046432617,expert2,DeepCell 0.12.3 cyto,tile2,0.5,645,1832,1293
47,0.4215973003374578,expert2,DeepCell 0.9.0 mem,tile2,0.5,937,1570,1001
48,0.5075354609929078,expert2,DeepCell 0.9.0 cyto,tile2,0.5,1145,1429,793
49,0.1365286855482934,expert2,DeepCell 0.6.0 mem,tile2,0.5,282,1911,1656
50,0.1391815731438373,expert2,DeepCell 0.6.0 cyto,tile2,0.5,284,1859,1654
51,0.5342346271260358,expert2,Cellpose 2.1.0,tile2,0.5,1225,1423,713
52,0.5431072210065645,expert2,Cellpose 0.6.1,tile2,0.5,1241,1391,697
53,0.5661315848971287,expert2,Cellpose 0.0.3.1,tile2,0.5,1252,1233,686
54,0.09471890971039182,expert2,CellProfiler,tile2,0.5,139,858,1799
55,0.006954793840039742,expert2,CellX,tile2,0.5,7,68,1931
56,0.1048951048951049,expert2,AICS(classic),tile2,0.5,180,1314,1758
57,0.0,expert2,Cellsegm,tile2,0.5,0,17,1938
58,0.003837298541826554,expert2,Voronoi,tile2,0.5,5,663,1933
59,0.357814688813288,expert2,Expert1,tile2,0.5,894,2165,1044
