,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.18163804491413474,expert1,DeepCell 0.12.3 mem,tile1,0.7000000000000001,550,2075,2881
1,0.18948067031690724,expert1,DeepCell 0.12.3 cyto,tile1,0.7000000000000001,571,2025,2860
2,0.22053108808290156,expert1,DeepCell 0.9.0 mem,tile1,0.7000000000000001,681,2064,2750
3,0.2097902097902098,expert1,DeepCell 0.9.0 cyto,tile1,0.7000000000000001,645,2073,2786
4,0.030062197650310988,expert1,DeepCell 0.6.0 mem,tile1,0.7000000000000001,87,2270,3344
5,0.03254593175853018,expert1,DeepCell 0.6.0 cyto,tile1,0.7000000000000001,93,2191,3338
6,0.16447888660445992,expert1,Cellpose 2.1.0,tile1,0.7000000000000001,520,2372,2911
7,0.19646553096640662,expert1,Cellpose 0.6.1,tile1,0.7000000000000001,617,2233,2814
8,0.1626122448979592,expert1,Cellpose 0.0.3.1,tile1,0.7000000000000001,498,2196,2933
9,0.0345756623259991,expert1,CellProfiler,tile1,0.7000000000000001,77,946,3354
10,0.0,expert1,CellX,tile1,0.7000000000000001,0,103,3431
11,0.0004257130693912303,expert1,AICS(classic),tile1,0.7000000000000001,1,1266,3430
12,0.0,expert1,Cellsegm,tile1,0.7000000000000001,0,23,3431
13,0.0,expert1,Voronoi,tile1,0.7000000000000001,0,683,3431
14,0.060090497737556564,expert1,Expert2,tile1,0.7000000000000001,166,1928,3265
15,0.03263403263403263,expert2,DeepCell 0.12.3 mem,tile1,0.7000000000000001,77,2548,2017
16,0.02771855010660981,expert2,DeepCell 0.12.3 cyto,tile1,0.7000000000000001,65,2531,2029
17,0.07811531308121512,expert2,DeepCell 0.9.0 mem,tile1,0.7000000000000001,189,2556,1905
18,0.11055694098088113,expert2,DeepCell 0.9.0 cyto,tile1,0.7000000000000001,266,2452,1828
19,0.0031453605931251404,expert2,DeepCell 0.6.0 mem,tile1,0.7000000000000001,7,2350,2087
20,0.003654636820465966,expert2,DeepCell 0.6.0 cyto,tile1,0.7000000000000001,8,2276,2086
21,0.1355796229442439,expert2,Cellpose 2.1.0,tile1,0.7000000000000001,338,2554,1756
22,0.1650485436893204,expert2,Cellpose 0.6.1,tile1,0.7000000000000001,408,2442,1686
23,0.16499582289055972,expert2,Cellpose 0.0.3.1,tile1,0.7000000000000001,395,2299,1699
24,0.10522938723131216,expert2,CellProfiler,tile1,0.7000000000000001,164,859,1930
25,0.0,expert2,CellX,tile1,0.7000000000000001,0,103,2094
26,0.017851829812555786,expert2,AICS(classic),tile1,0.7000000000000001,30,1237,2064
27,0.0,expert2,Cellsegm,tile1,0.7000000000000001,0,23,2094
28,0.0,expert2,Voronoi,tile1,0.7000000000000001,0,683,2094
29,0.060090497737556564,expert2,Expert1,tile1,0.7000000000000001,166,3265,1928
30,0.09215079220542706,expert1,DeepCell 0.12.3 mem,tile2,0.7000000000000001,253,2179,2806
31,0.0888728323699422,expert1,DeepCell 0.12.3 cyto,tile2,0.7000000000000001,246,2231,2813
32,0.14013654329859865,expert1,DeepCell 0.9.0 mem,tile2,0.7000000000000001,390,2117,2669
33,0.1629682229717735,expert1,DeepCell 0.9.0 cyto,tile2,0.7000000000000001,459,2115,2600
34,0.013328255902513329,expert1,DeepCell 0.6.0 mem,tile2,0.7000000000000001,35,2158,3024
35,0.013456362937331795,expert1,DeepCell 0.6.0 cyto,tile2,0.7000000000000001,35,2108,3024
36,0.1366742596810934,expert1,Cellpose 2.1.0,tile2,0.7000000000000001,390,2258,2669
37,0.1662273765594799,expert1,Cellpose 0.6.1,tile2,0.7000000000000001,473,2159,2586
38,0.14357864357864358,expert1,Cellpose 0.0.3.1,tile2,0.7000000000000001,398,2087,2661
39,0.01775147928994083,expert1,CellProfiler,tile2,0.7000000000000001,36,961,3023
40,0.0012763241863433313,expert1,CellX,tile2,0.7000000000000001,2,73,3057
41,0.0008785416209092906,expert1,AICS(classic),tile2,0.7000000000000001,2,1492,3057
42,0.0,expert1,Cellsegm,tile2,0.7000000000000001,0,17,3059
43,0.0,expert1,Voronoi,tile2,0.7000000000000001,0,668,3059
44,0.07604562737642585,expert1,Expert2,tile2,0.7000000000000001,190,1748,2869
45,0.014645308924485127,expert2,DeepCell 0.12.3 mem,tile2,0.7000000000000001,32,2400,1906
46,0.013590033975084938,expert2,DeepCell 0.12.3 cyto,tile2,0.7000000000000001,30,2447,1908
47,0.03419572553430821,expert2,DeepCell 0.9.0 mem,tile2,0.7000000000000001,76,2431,1862
48,0.07313829787234043,expert2,DeepCell 0.9.0 cyto,tile2,0.7000000000000001,165,2409,1773
49,0.0038731541999515854,expert2,DeepCell 0.6.0 mem,tile2,0.7000000000000001,8,2185,1930
50,0.003430531732418525,expert2,DeepCell 0.6.0 cyto,tile2,0.7000000000000001,7,2136,1931
51,0.11295246402093327,expert2,Cellpose 2.1.0,tile2,0.7000000000000001,259,2389,1679
52,0.13435448577680525,expert2,Cellpose 0.6.1,tile2,0.7000000000000001,307,2325,1631
53,0.13701107845353833,expert2,Cellpose 0.0.3.1,tile2,0.7000000000000001,303,2182,1635
54,0.0068143100511073255,expert2,CellProfiler,tile2,0.7000000000000001,10,987,1928
55,0.0,expert2,CellX,tile2,0.7000000000000001,0,75,1938
56,0.009324009324009324,expert2,AICS(classic),tile2,0.7000000000000001,16,1478,1922
57,0.0,expert2,Cellsegm,tile2,0.7000000000000001,0,17,1938
58,0.0,expert2,Voronoi,tile2,0.7000000000000001,0,668,1938
59,0.07604562737642585,expert2,Expert1,tile2,0.7000000000000001,190,2869,1748
