,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.06109643328929987,expert1,DeepCell 0.12.3 mem,tile1,0.77,185,2440,3246
1,0.06072672971627675,expert1,DeepCell 0.12.3 cyto,tile1,0.77,183,2413,3248
2,0.08484455958549222,expert1,DeepCell 0.9.0 mem,tile1,0.77,262,2483,3169
3,0.07838672954952025,expert1,DeepCell 0.9.0 cyto,tile1,0.77,241,2477,3190
4,0.005874222529371113,expert1,DeepCell 0.6.0 mem,tile1,0.77,17,2340,3414
5,0.0055993000874890635,expert1,DeepCell 0.6.0 cyto,tile1,0.77,16,2268,3415
6,0.06041436027202277,expert1,Cellpose 2.1.0,tile1,0.77,191,2701,3240
7,0.07451042827575227,expert1,Cellpose 0.6.1,tile1,0.77,234,2616,3197
8,0.05812244897959184,expert1,Cellpose 0.0.3.1,tile1,0.77,178,2516,3253
9,0.009429726088908847,expert1,CellProfiler,tile1,0.77,21,1002,3410
10,0.0,expert1,CellX,tile1,0.77,0,103,3431
11,0.0,expert1,AICS(classic),tile1,0.77,0,1267,3431
12,0.0,expert1,Cellsegm,tile1,0.77,0,23,3431
13,0.0,expert1,Voronoi,tile1,0.77,0,683,3431
14,0.013031674208144797,expert1,Expert2,tile1,0.77,36,2058,3395
15,0.006357279084551812,expert2,DeepCell 0.12.3 mem,tile1,0.77,15,2610,2079
16,0.00511727078891258,expert2,DeepCell 0.12.3 cyto,tile1,0.77,12,2584,2082
17,0.028104980367844597,expert2,DeepCell 0.9.0 mem,tile1,0.77,68,2677,2026
18,0.03865336658354115,expert2,DeepCell 0.9.0 cyto,tile1,0.77,93,2625,2001
19,0.00044933722758930576,expert2,DeepCell 0.6.0 mem,tile1,0.77,1,2356,2093
20,0.0,expert2,DeepCell 0.6.0 cyto,tile1,0.77,0,2284,2094
21,0.03810669875651825,expert2,Cellpose 2.1.0,tile1,0.77,95,2797,1999
22,0.05137540453074434,expert2,Cellpose 0.6.1,tile1,0.77,127,2723,1967
23,0.046365914786967416,expert2,Cellpose 0.0.3.1,tile1,0.77,111,2583,1983
24,0.03721527109400064,expert2,CellProfiler,tile1,0.77,58,965,2036
25,0.0,expert2,CellX,tile1,0.77,0,103,2094
26,0.0041654269562630165,expert2,AICS(classic),tile1,0.77,7,1260,2087
27,0.0,expert2,Cellsegm,tile1,0.77,0,23,2094
28,0.0,expert2,Voronoi,tile1,0.77,0,683,2094
29,0.013031674208144797,expert2,Expert1,tile1,0.77,36,3395,2058
30,0.02476780185758514,expert1,DeepCell 0.12.3 mem,tile2,0.77,68,2364,2991
31,0.02781791907514451,expert1,DeepCell 0.12.3 cyto,tile2,0.77,77,2400,2982
32,0.045993532159540065,expert1,DeepCell 0.9.0 mem,tile2,0.77,128,2379,2931
33,0.057163145748269126,expert1,DeepCell 0.9.0 cyto,tile2,0.77,161,2413,2898
34,0.001904036557501904,expert1,DeepCell 0.6.0 mem,tile2,0.77,5,2188,3054
35,0.002306805074971165,expert1,DeepCell 0.6.0 cyto,tile2,0.77,6,2137,3053
36,0.040651831084632904,expert1,Cellpose 2.1.0,tile2,0.77,116,2532,2943
37,0.05974345457740292,expert1,Cellpose 0.6.1,tile2,0.77,170,2462,2889
38,0.045454545454545456,expert1,Cellpose 0.0.3.1,tile2,0.77,126,2359,2933
39,0.0029585798816568047,expert1,CellProfiler,tile2,0.77,6,991,3053
40,0.0,expert1,CellX,tile2,0.77,0,75,3059
41,0.0,expert1,AICS(classic),tile2,0.77,0,1494,3059
42,0.0,expert1,Cellsegm,tile2,0.77,0,17,3059
43,0.0,expert1,Voronoi,tile2,0.77,0,668,3059
44,0.020412247348409046,expert1,Expert2,tile2,0.77,51,1887,3008
45,0.002288329519450801,expert2,DeepCell 0.12.3 mem,tile2,0.77,5,2427,1933
46,0.0009060022650056625,expert2,DeepCell 0.12.3 cyto,tile2,0.77,2,2475,1936
47,0.0049493813273340835,expert2,DeepCell 0.9.0 mem,tile2,0.77,11,2496,1927
48,0.01773049645390071,expert2,DeepCell 0.9.0 cyto,tile2,0.77,40,2534,1898
49,0.0009682885499878964,expert2,DeepCell 0.6.0 mem,tile2,0.77,2,2191,1936
50,0.000490075961774075,expert2,DeepCell 0.6.0 cyto,tile2,0.77,1,2142,1937
51,0.02703881378107283,expert2,Cellpose 2.1.0,tile2,0.77,62,2586,1876
52,0.03938730853391685,expert2,Cellpose 0.6.1,tile2,0.77,90,2542,1848
53,0.03798326927424825,expert2,Cellpose 0.0.3.1,tile2,0.77,84,2401,1854
54,0.0020442930153321977,expert2,CellProfiler,tile2,0.77,3,994,1935
55,0.0,expert2,CellX,tile2,0.77,0,75,1938
56,0.002331002331002331,expert2,AICS(classic),tile2,0.77,4,1490,1934
57,0.0,expert2,Cellsegm,tile2,0.77,0,17,1938
58,0.0,expert2,Voronoi,tile2,0.77,0,668,1938
59,0.020412247348409046,expert2,Expert1,tile2,0.77,51,3008,1887
