,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.26651254953764864,expert1,DeepCell 0.12.3 mem,tile1,0.66,807,1818,2624
1,0.27907748465239757,expert1,DeepCell 0.12.3 cyto,tile1,0.66,841,1755,2590
2,0.30990932642487046,expert1,DeepCell 0.9.0 mem,tile1,0.66,957,1788,2474
3,0.2950073182631322,expert1,DeepCell 0.9.0 cyto,tile1,0.66,907,1811,2524
4,0.06046993780234969,expert1,DeepCell 0.6.0 mem,tile1,0.66,175,2182,3256
5,0.06124234470691164,expert1,DeepCell 0.6.0 cyto,tile1,0.66,175,2109,3256
6,0.2362802467183299,expert1,Cellpose 2.1.0,tile1,0.66,747,2145,2684
7,0.26779175290558827,expert1,Cellpose 0.6.1,tile1,0.66,841,2009,2590
8,0.23151020408163264,expert1,Cellpose 0.0.3.1,tile1,0.66,709,1985,2722
9,0.06466097889537495,expert1,CellProfiler,tile1,0.66,144,879,3287
10,0.0005659309564233164,expert1,CellX,tile1,0.66,1,102,3430
11,0.0021285653469561515,expert1,AICS(classic),tile1,0.66,5,1262,3426
12,0.0,expert1,Cellsegm,tile1,0.66,0,23,3431
13,0.0004861448711716091,expert1,Voronoi,tile1,0.66,1,682,3430
14,0.10099547511312217,expert1,Expert2,tile1,0.66,279,1815,3152
15,0.06187751642297097,expert2,DeepCell 0.12.3 mem,tile1,0.66,146,2479,1948
16,0.05543710021321962,expert2,DeepCell 0.12.3 cyto,tile1,0.66,130,2466,1964
17,0.13556519942136805,expert2,DeepCell 0.9.0 mem,tile1,0.66,328,2417,1766
18,0.1828761429758936,expert2,DeepCell 0.9.0 cyto,tile1,0.66,440,2278,1654
19,0.010334756234554033,expert2,DeepCell 0.6.0 mem,tile1,0.66,23,2334,2071
20,0.010050251256281407,expert2,DeepCell 0.6.0 cyto,tile1,0.66,22,2262,2072
21,0.21740874448455677,expert2,Cellpose 2.1.0,tile1,0.66,542,2350,1552
22,0.24190938511326862,expert2,Cellpose 0.6.1,tile1,0.66,598,2252,1496
23,0.24728487886382622,expert2,Cellpose 0.0.3.1,tile1,0.66,592,2102,1502
24,0.13731151748476098,expert2,CellProfiler,tile1,0.66,214,809,1880
25,0.0009103322712790169,expert2,CellX,tile1,0.66,1,102,2093
26,0.04046414757512645,expert2,AICS(classic),tile1,0.66,68,1199,2026
27,0.0,expert2,Cellsegm,tile1,0.66,0,23,2094
28,0.0,expert2,Voronoi,tile1,0.66,0,683,2094
29,0.10099547511312217,expert2,Expert1,tile1,0.66,279,3152,1815
30,0.1464214168639592,expert1,DeepCell 0.12.3 mem,tile2,0.66,402,2030,2657
31,0.1430635838150289,expert1,DeepCell 0.12.3 cyto,tile2,0.66,396,2081,2663
32,0.20445562342795545,expert1,DeepCell 0.9.0 mem,tile2,0.66,569,1938,2490
33,0.23433339250843246,expert1,DeepCell 0.9.0 cyto,tile2,0.66,660,1914,2399
34,0.03198781416603199,expert1,DeepCell 0.6.0 mem,tile2,0.66,84,2109,2975
35,0.028450595924644367,expert1,DeepCell 0.6.0 cyto,tile2,0.66,74,2069,2985
36,0.2113194322761521,expert1,Cellpose 2.1.0,tile2,0.66,603,2045,2456
37,0.2354594974521174,expert1,Cellpose 0.6.1,tile2,0.66,670,1962,2389
38,0.20959595959595959,expert1,Cellpose 0.0.3.1,tile2,0.66,581,1904,2478
39,0.028599605522682446,expert1,CellProfiler,tile2,0.66,58,939,3001
40,0.0012763241863433313,expert1,CellX,tile2,0.66,2,73,3057
41,0.0017570832418185812,expert1,AICS(classic),tile2,0.66,4,1490,3055
42,0.0,expert1,Cellsegm,tile2,0.66,0,17,3059
43,0.0,expert1,Voronoi,tile2,0.66,0,668,3059
44,0.12007204322593557,expert1,Expert2,tile2,0.66,300,1638,2759
45,0.036613272311212815,expert2,DeepCell 0.12.3 mem,tile2,0.66,80,2352,1858
46,0.03352208380520951,expert2,DeepCell 0.12.3 cyto,tile2,0.66,74,2403,1864
47,0.07154105736782902,expert2,DeepCell 0.9.0 mem,tile2,0.66,159,2348,1779
48,0.13386524822695037,expert2,DeepCell 0.9.0 cyto,tile2,0.66,302,2272,1636
49,0.008714596949891068,expert2,DeepCell 0.6.0 mem,tile2,0.66,18,2175,1920
50,0.00686106346483705,expert2,DeepCell 0.6.0 cyto,tile2,0.66,14,2129,1924
51,0.18839947666812037,expert2,Cellpose 2.1.0,tile2,0.66,432,2216,1506
52,0.22319474835886213,expert2,Cellpose 0.6.1,tile2,0.66,510,2122,1428
53,0.22292561609767125,expert2,Cellpose 0.0.3.1,tile2,0.66,493,1992,1445
54,0.013628620102214651,expert2,CellProfiler,tile2,0.66,20,977,1918
55,0.0,expert2,CellX,tile2,0.66,0,75,1938
56,0.017482517482517484,expert2,AICS(classic),tile2,0.66,30,1464,1908
57,0.0,expert2,Cellsegm,tile2,0.66,0,17,1938
58,0.0,expert2,Voronoi,tile2,0.66,0,668,1938
59,0.12007204322593557,expert2,Expert1,tile2,0.66,300,2759,1638
