,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.428665785997358,expert1,DeepCell 0.12.3 mem,tile1,0.58,1298,1327,2133
1,0.4376970300315248,expert1,DeepCell 0.12.3 cyto,tile1,0.58,1319,1277,2112
2,0.469559585492228,expert1,DeepCell 0.9.0 mem,tile1,0.58,1450,1295,1981
3,0.4563343633111075,expert1,DeepCell 0.9.0 cyto,tile1,0.58,1403,1315,2028
4,0.16793365583966827,expert1,DeepCell 0.6.0 mem,tile1,0.58,486,1871,2945
5,0.1742782152230971,expert1,DeepCell 0.6.0 cyto,tile1,0.58,498,1786,2933
6,0.40265696662976436,expert1,Cellpose 2.1.0,tile1,0.58,1273,1619,2158
7,0.42540996656583346,expert1,Cellpose 0.6.1,tile1,0.58,1336,1514,2095
8,0.39477551020408164,expert1,Cellpose 0.0.3.1,tile1,0.58,1209,1485,2222
9,0.141894925909295,expert1,CellProfiler,tile1,0.58,316,707,3115
10,0.0022637238256932655,expert1,CellX,tile1,0.58,4,99,3427
11,0.008514261387824606,expert1,AICS(classic),tile1,0.58,20,1247,3411
12,0.0,expert1,Cellsegm,tile1,0.58,0,23,3431
13,0.0024307243558580457,expert1,Voronoi,tile1,0.58,5,678,3426
14,0.2016289592760181,expert1,Expert2,tile1,0.58,557,1537,2874
15,0.17037507946598857,expert2,DeepCell 0.12.3 mem,tile1,0.58,402,2223,1692
16,0.15735607675906182,expert2,DeepCell 0.12.3 cyto,tile1,0.58,369,2227,1725
17,0.296342219466832,expert2,DeepCell 0.9.0 mem,tile1,0.58,717,2028,1377
18,0.37364921030756443,expert2,DeepCell 0.9.0 cyto,tile1,0.58,899,1819,1195
19,0.053920467310716695,expert2,DeepCell 0.6.0 mem,tile1,0.58,120,2237,1974
20,0.04431247144814984,expert2,DeepCell 0.6.0 cyto,tile1,0.58,97,2187,1997
21,0.3926995587645407,expert2,Cellpose 2.1.0,tile1,0.58,979,1913,1115
22,0.42516181229773464,expert2,Cellpose 0.6.1,tile1,0.58,1051,1799,1043
23,0.43567251461988304,expert2,Cellpose 0.0.3.1,tile1,0.58,1043,1651,1051
24,0.21687520051331408,expert2,CellProfiler,tile1,0.58,338,685,1756
25,0.0063723258989531175,expert2,CellX,tile1,0.58,7,96,2087
26,0.09520975900029753,expert2,AICS(classic),tile1,0.58,160,1107,1934
27,0.0,expert2,Cellsegm,tile1,0.58,0,23,2094
28,0.0,expert2,Voronoi,tile1,0.58,0,683,2094
29,0.2016289592760181,expert2,Expert1,tile1,0.58,557,2874,1537
30,0.2859224185030049,expert1,DeepCell 0.12.3 mem,tile2,0.58,785,1647,2274
31,0.282514450867052,expert1,DeepCell 0.12.3 cyto,tile2,0.58,782,1695,2277
32,0.35537190082644626,expert1,DeepCell 0.9.0 mem,tile2,0.58,989,1518,2070
33,0.38522989526007456,expert1,DeepCell 0.9.0 cyto,tile2,0.58,1085,1489,1974
34,0.09824828636709824,expert1,DeepCell 0.6.0 mem,tile2,0.58,258,1935,2801
35,0.09342560553633218,expert1,DeepCell 0.6.0 cyto,tile2,0.58,243,1900,2816
36,0.3606097774662695,expert1,Cellpose 2.1.0,tile2,0.58,1029,1619,2030
37,0.3851695659813741,expert1,Cellpose 0.6.1,tile2,0.58,1096,1536,1963
38,0.35714285714285715,expert1,Cellpose 0.0.3.1,tile2,0.58,990,1495,2069
39,0.059664694280078895,expert1,CellProfiler,tile2,0.58,121,876,2938
40,0.0019144862795149968,expert1,CellX,tile2,0.58,3,72,3056
41,0.00834614539863826,expert1,AICS(classic),tile2,0.58,19,1475,3040
42,0.0,expert1,Cellsegm,tile2,0.58,0,17,3059
43,0.0010732492621411322,expert1,Voronoi,tile2,0.58,2,666,3057
44,0.22813688212927757,expert1,Expert2,tile2,0.58,570,1368,2489
45,0.14416475972540047,expert2,DeepCell 0.12.3 mem,tile2,0.58,315,2117,1623
46,0.12412231030577577,expert2,DeepCell 0.12.3 cyto,tile2,0.58,274,2203,1664
47,0.2155230596175478,expert2,DeepCell 0.9.0 mem,tile2,0.58,479,2028,1459
48,0.31648936170212766,expert2,DeepCell 0.9.0 cyto,tile2,0.58,714,1860,1224
49,0.04212055192447349,expert2,DeepCell 0.6.0 mem,tile2,0.58,87,2106,1851
50,0.03626562117128155,expert2,DeepCell 0.6.0 cyto,tile2,0.58,74,2069,1864
51,0.37156563453990404,expert2,Cellpose 2.1.0,tile2,0.58,852,1796,1086
52,0.40043763676148797,expert2,Cellpose 0.6.1,tile2,0.58,915,1717,1023
53,0.40967669002939183,expert2,Cellpose 0.0.3.1,tile2,0.58,906,1579,1032
54,0.05110732538330494,expert2,CellProfiler,tile2,0.58,75,922,1863
55,0.0029806259314456036,expert2,CellX,tile2,0.58,3,72,1935
56,0.046620046620046623,expert2,AICS(classic),tile2,0.58,80,1414,1858
57,0.0,expert2,Cellsegm,tile2,0.58,0,17,1938
58,0.0,expert2,Voronoi,tile2,0.58,0,668,1938
59,0.22813688212927757,expert2,Expert1,tile2,0.58,570,2489,1368
