,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.6231836195508587,expert1,DeepCell 0.12.3 mem,tile1,0.45,1887,738,1544
1,0.6285050605608097,expert1,DeepCell 0.12.3 cyto,tile1,0.45,1894,702,1537
2,0.6602979274611399,expert1,DeepCell 0.9.0 mem,tile1,0.45,2039,706,1392
3,0.6550658643681899,expert1,DeepCell 0.9.0 cyto,tile1,0.45,2014,704,1417
4,0.44713199723566,expert1,DeepCell 0.6.0 mem,tile1,0.45,1294,1063,2137
5,0.4304461942257218,expert1,DeepCell 0.6.0 cyto,tile1,0.45,1230,1054,2201
6,0.62533607464811,expert1,Cellpose 2.1.0,tile1,0.45,1977,915,1454
7,0.6279254895717242,expert1,Cellpose 0.6.1,tile1,0.45,1972,878,1459
8,0.6200816326530613,expert1,Cellpose 0.0.3.1,tile1,0.45,1899,795,1532
9,0.26897171082173327,expert1,CellProfiler,tile1,0.45,599,424,2832
10,0.010186757215619695,expert1,CellX,tile1,0.45,18,85,3413
11,0.04257130693912303,expert1,AICS(classic),tile1,0.45,100,1167,3331
12,0.0,expert1,Cellsegm,tile1,0.45,0,23,3431
13,0.01652892561983471,expert1,Voronoi,tile1,0.45,34,649,3397
14,0.4535746606334842,expert1,Expert2,tile1,0.45,1253,841,2178
15,0.49502013138376777,expert2,DeepCell 0.12.3 mem,tile1,0.45,1168,1457,926
16,0.4929637526652452,expert2,DeepCell 0.12.3 cyto,tile1,0.45,1156,1440,938
17,0.6125232486050837,expert2,DeepCell 0.9.0 mem,tile1,0.45,1482,1263,612
18,0.6529509559434746,expert2,DeepCell 0.9.0 cyto,tile1,0.45,1571,1147,523
19,0.2709503482363514,expert2,DeepCell 0.6.0 mem,tile1,0.45,603,1754,1491
20,0.26815897670169025,expert2,DeepCell 0.6.0 cyto,tile1,0.45,587,1697,1507
21,0.6490172482952267,expert2,Cellpose 2.1.0,tile1,0.45,1618,1274,476
22,0.6658576051779935,expert2,Cellpose 0.6.1,tile1,0.45,1646,1204,448
23,0.6779448621553885,expert2,Cellpose 0.0.3.1,tile1,0.45,1623,1071,471
24,0.34648700673724736,expert2,CellProfiler,tile1,0.45,540,483,1554
25,0.016385980883022302,expert2,CellX,tile1,0.45,18,85,2076
26,0.19934543290687295,expert2,AICS(classic),tile1,0.45,335,932,1759
27,0.0,expert2,Cellsegm,tile1,0.45,0,23,2094
28,0.0036010082823190494,expert2,Voronoi,tile1,0.45,5,678,2089
29,0.4535746606334842,expert2,Expert1,tile1,0.45,1253,2178,841
30,0.5019122199963577,expert1,DeepCell 0.12.3 mem,tile2,0.45,1378,1054,1681
31,0.49783236994219654,expert1,DeepCell 0.12.3 cyto,tile2,0.45,1378,1099,1681
32,0.5472511678045275,expert1,DeepCell 0.9.0 mem,tile2,0.45,1523,984,1536
33,0.5730516598615303,expert1,DeepCell 0.9.0 cyto,tile2,0.45,1614,960,1445
34,0.31911652703731913,expert1,DeepCell 0.6.0 mem,tile2,0.45,838,1355,2221
35,0.32141484044598234,expert1,DeepCell 0.6.0 cyto,tile2,0.45,836,1307,2223
36,0.5680742947257753,expert1,Cellpose 2.1.0,tile2,0.45,1621,1027,1438
37,0.5724828676858197,expert1,Cellpose 0.6.1,tile2,0.45,1629,1003,1430
38,0.5562770562770563,expert1,Cellpose 0.0.3.1,tile2,0.45,1542,943,1517
39,0.1301775147928994,expert1,CellProfiler,tile2,0.45,264,733,2795
40,0.007019783024888321,expert1,CellX,tile2,0.45,11,64,3048
41,0.06193718427410499,expert1,AICS(classic),tile2,0.45,141,1353,2918
42,0.0,expert1,Cellsegm,tile2,0.45,0,17,3059
43,0.00697612020391736,expert1,Voronoi,tile2,0.45,13,655,3046
44,0.4506704022413448,expert1,Expert2,tile2,0.45,1126,812,1933
45,0.45491990846681923,expert2,DeepCell 0.12.3 mem,tile2,0.45,994,1438,944
46,0.44756511891279727,expert2,DeepCell 0.12.3 cyto,tile2,0.45,988,1489,950
47,0.5511811023622047,expert2,DeepCell 0.9.0 mem,tile2,0.45,1225,1282,713
48,0.6112588652482269,expert2,DeepCell 0.9.0 cyto,tile2,0.45,1379,1195,559
49,0.2657952069716776,expert2,DeepCell 0.6.0 mem,tile2,0.45,549,1644,1389
50,0.25728987993138935,expert2,DeepCell 0.6.0 cyto,tile2,0.45,525,1618,1413
51,0.6088094199738334,expert2,Cellpose 2.1.0,tile2,0.45,1396,1252,542
52,0.6227571115973741,expert2,Cellpose 0.6.1,tile2,0.45,1423,1209,515
53,0.6457155776622202,expert2,Cellpose 0.0.3.1,tile2,0.45,1428,1057,510
54,0.12879045996592844,expert2,CellProfiler,tile2,0.45,189,808,1749
55,0.012916045702930949,expert2,CellX,tile2,0.45,13,62,1925
56,0.1585081585081585,expert2,AICS(classic),tile2,0.45,272,1222,1666
57,0.0,expert2,Cellsegm,tile2,0.45,0,17,1938
58,0.013046815042210284,expert2,Voronoi,tile2,0.45,17,651,1921
59,0.4506704022413448,expert2,Expert1,tile2,0.45,1126,1933,812
