,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.49966974900924704,expert1,DeepCell 0.12.3 mem,tile1,0.54,1513,1112,1918
1,0.5047287207565954,expert1,DeepCell 0.12.3 cyto,tile1,0.54,1521,1075,1910
2,0.5310880829015544,expert1,DeepCell 0.9.0 mem,tile1,0.54,1640,1105,1791
3,0.5278907139372255,expert1,DeepCell 0.9.0 cyto,tile1,0.54,1623,1095,1808
4,0.2522460262612301,expert1,DeepCell 0.6.0 mem,tile1,0.54,730,1627,2701
5,0.2484689413823272,expert1,DeepCell 0.6.0 cyto,tile1,0.54,710,1574,2721
6,0.47698877115293375,expert1,Cellpose 2.1.0,tile1,0.54,1508,1384,1923
7,0.49578092660404394,expert1,Cellpose 0.6.1,tile1,0.54,1557,1293,1874
8,0.4773877551020408,expert1,Cellpose 0.0.3.1,tile1,0.54,1462,1232,1969
9,0.17826672653794343,expert1,CellProfiler,tile1,0.54,397,626,3034
10,0.004527447651386531,expert1,CellX,tile1,0.54,8,95,3423
11,0.01447424435930183,expert1,AICS(classic),tile1,0.54,34,1233,3397
12,0.0,expert1,Cellsegm,tile1,0.54,0,23,3431
13,0.003403014098201264,expert1,Voronoi,tile1,0.54,7,676,3424
14,0.2761990950226244,expert1,Expert2,tile1,0.54,763,1331,2668
15,0.25090061453697815,expert2,DeepCell 0.12.3 mem,tile1,0.54,592,2033,1502
16,0.2439232409381663,expert2,DeepCell 0.12.3 cyto,tile1,0.54,572,2024,1522
17,0.3984294275676793,expert2,DeepCell 0.9.0 mem,tile1,0.54,964,1781,1130
18,0.4621778886118038,expert2,DeepCell 0.9.0 cyto,tile1,0.54,1112,1606,982
19,0.09031678274545046,expert2,DeepCell 0.6.0 mem,tile1,0.54,201,2156,1893
20,0.07994518044769301,expert2,DeepCell 0.6.0 cyto,tile1,0.54,175,2109,1919
21,0.47934215804251906,expert2,Cellpose 2.1.0,tile1,0.54,1195,1697,899
22,0.5129449838187702,expert2,Cellpose 0.6.1,tile1,0.54,1268,1582,826
23,0.5254803675856308,expert2,Cellpose 0.0.3.1,tile1,0.54,1258,1436,836
24,0.25280718639717675,expert2,CellProfiler,tile1,0.54,394,629,1700
25,0.007282658170232135,expert2,CellX,tile1,0.54,8,95,2086
26,0.11960725974412377,expert2,AICS(classic),tile1,0.54,201,1066,1893
27,0.0,expert2,Cellsegm,tile1,0.54,0,23,2094
28,0.0,expert2,Voronoi,tile1,0.54,0,683,2094
29,0.2761990950226244,expert2,Expert1,tile1,0.54,763,2668,1331
30,0.3591331269349845,expert1,DeepCell 0.12.3 mem,tile2,0.54,986,1446,2073
31,0.3540462427745665,expert1,DeepCell 0.12.3 cyto,tile2,0.54,980,1497,2079
32,0.41681638519583186,expert1,DeepCell 0.9.0 mem,tile2,0.54,1160,1347,1899
33,0.44807385052369963,expert1,DeepCell 0.9.0 cyto,tile2,0.54,1262,1312,1797
34,0.15651180502665651,expert1,DeepCell 0.6.0 mem,tile2,0.54,411,1782,2648
35,0.15071126489811612,expert1,DeepCell 0.6.0 cyto,tile2,0.54,392,1751,2667
36,0.4356053968810233,expert1,Cellpose 2.1.0,tile2,0.54,1243,1405,1816
37,0.45264452644526443,expert1,Cellpose 0.6.1,tile2,0.54,1288,1344,1771
38,0.4264069264069264,expert1,Cellpose 0.0.3.1,tile2,0.54,1182,1303,1877
39,0.07741617357001973,expert1,CellProfiler,tile2,0.54,157,840,2902
40,0.0038289725590299937,expert1,CellX,tile2,0.54,6,69,3053
41,0.014495936745003294,expert1,AICS(classic),tile2,0.54,33,1461,3026
42,0.0,expert1,Cellsegm,tile2,0.54,0,17,3059
43,0.0021464985242822645,expert1,Voronoi,tile2,0.54,4,664,3055
44,0.29457674604762857,expert1,Expert2,tile2,0.54,736,1202,2323
45,0.21830663615560641,expert2,DeepCell 0.12.3 mem,tile2,0.54,477,1955,1461
46,0.1956964892412231,expert2,DeepCell 0.12.3 cyto,tile2,0.54,432,2045,1506
47,0.3203599550056243,expert2,DeepCell 0.9.0 mem,tile2,0.54,712,1795,1226
48,0.4162234042553192,expert2,DeepCell 0.9.0 cyto,tile2,0.54,939,1635,999
49,0.07068506414911643,expert2,DeepCell 0.6.0 mem,tile2,0.54,146,2047,1792
50,0.07351139426611125,expert2,DeepCell 0.6.0 cyto,tile2,0.54,150,1993,1788
51,0.4596598342782381,expert2,Cellpose 2.1.0,tile2,0.54,1054,1594,884
52,0.4774617067833698,expert2,Cellpose 0.6.1,tile2,0.54,1091,1541,847
53,0.4933303187881528,expert2,Cellpose 0.0.3.1,tile2,0.54,1091,1394,847
54,0.07086882453151619,expert2,CellProfiler,tile2,0.54,104,893,1834
55,0.004967709885742673,expert2,CellX,tile2,0.54,5,70,1933
56,0.07575757575757576,expert2,AICS(classic),tile2,0.54,130,1364,1808
57,0.0,expert2,Cellsegm,tile2,0.54,0,17,1938
58,0.0015349194167306216,expert2,Voronoi,tile2,0.54,2,666,1936
59,0.29457674604762857,expert2,Expert1,tile2,0.54,736,2323,1202
