,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.8365257595772787,expert1,DeepCell 0.12.3 mem,tile1,0.13,2533,92,898
1,0.8355732536917206,expert1,DeepCell 0.12.3 cyto,tile1,0.13,2518,78,913
2,0.8419689119170984,expert1,DeepCell 0.9.0 mem,tile1,0.13,2600,145,831
3,0.8437144251097739,expert1,DeepCell 0.9.0 cyto,tile1,0.13,2594,124,837
4,0.7954388389771941,expert1,DeepCell 0.6.0 mem,tile1,0.13,2302,55,1129
5,0.7825021872265967,expert1,DeepCell 0.6.0 cyto,tile1,0.13,2236,48,1195
6,0.8318835995571723,expert1,Cellpose 2.1.0,tile1,0.13,2630,262,801
7,0.8157936634293902,expert1,Cellpose 0.6.1,tile1,0.13,2562,288,869
8,0.8176326530612245,expert1,Cellpose 0.0.3.1,tile1,0.13,2504,190,927
9,0.4553210597215986,expert1,CellProfiler,tile1,0.13,1014,9,2417
10,0.04357668364459536,expert1,CellX,tile1,0.13,77,26,3354
11,0.45168156662409537,expert1,AICS(classic),tile1,0.13,1061,206,2370
12,0.0011580775911986102,expert1,Cellsegm,tile1,0.13,2,21,3429
13,0.2498784637822071,expert1,Voronoi,tile1,0.13,514,169,2917
14,0.7529411764705882,expert1,Expert2,tile1,0.13,2080,14,1351
15,0.8531468531468531,expert2,DeepCell 0.12.3 mem,tile1,0.13,2013,612,81
16,0.8533049040511727,expert2,DeepCell 0.12.3 cyto,tile1,0.13,2001,595,93
17,0.8324033891299856,expert2,DeepCell 0.9.0 mem,tile1,0.13,2014,731,80
18,0.8374896093100582,expert2,DeepCell 0.9.0 cyto,tile1,0.13,2015,703,79
19,0.8708155470680746,expert2,DeepCell 0.6.0 mem,tile1,0.13,1938,419,156
20,0.8752855185015989,expert2,DeepCell 0.6.0 cyto,tile1,0.13,1916,368,178
21,0.8110709987966306,expert2,Cellpose 2.1.0,tile1,0.13,2022,870,72
22,0.8143203883495146,expert2,Cellpose 0.6.1,tile1,0.13,2013,837,81
23,0.8387635756056808,expert2,Cellpose 0.0.3.1,tile1,0.13,2008,686,86
24,0.6089188322104587,expert2,CellProfiler,tile1,0.13,949,74,1145
25,0.06008192990441511,expert2,CellX,tile1,0.13,66,37,2028
26,0.5611425171080036,expert2,AICS(classic),tile1,0.13,943,324,1151
27,0.004723665564478035,expert2,Cellsegm,tile1,0.13,5,18,2089
28,0.28159884767734966,expert2,Voronoi,tile1,0.13,391,292,1703
29,0.7529411764705882,expert2,Expert1,tile1,0.13,2080,1351,14
30,0.7998543070478965,expert1,DeepCell 0.12.3 mem,tile2,0.13,2196,236,863
31,0.8078034682080925,expert1,DeepCell 0.12.3 cyto,tile2,0.13,2236,241,823
32,0.801293568091987,expert1,DeepCell 0.9.0 mem,tile2,0.13,2230,277,829
33,0.8134209124800285,expert1,DeepCell 0.9.0 cyto,tile2,0.13,2291,283,768
34,0.7684691546077684,expert1,DeepCell 0.6.0 mem,tile2,0.13,2018,175,1041
35,0.7562475970780469,expert1,DeepCell 0.6.0 cyto,tile2,0.13,1967,176,1092
36,0.8028736639215,expert1,Cellpose 2.1.0,tile2,0.13,2291,357,768
37,0.7931822175364611,expert1,Cellpose 0.6.1,tile2,0.13,2257,375,802
38,0.7968975468975469,expert1,Cellpose 0.0.3.1,tile2,0.13,2209,276,850
39,0.4630177514792899,expert1,CellProfiler,tile2,0.13,939,58,2120
40,0.03509891512444161,expert1,CellX,tile2,0.13,55,20,3004
41,0.5152646606632989,expert1,AICS(classic),tile2,0.13,1173,321,1886
42,0.0013003901170351106,expert1,Cellsegm,tile2,0.13,2,15,3057
43,0.23504158840890796,expert1,Voronoi,tile2,0.13,438,230,2621
44,0.748449069441665,expert1,Expert2,tile2,0.13,1870,68,1189
45,0.8475972540045766,expert2,DeepCell 0.12.3 mem,tile2,0.13,1852,580,86
46,0.8498301245753115,expert2,DeepCell 0.12.3 cyto,tile2,0.13,1876,601,62
47,0.8364454443194601,expert2,DeepCell 0.9.0 mem,tile2,0.13,1859,648,79
48,0.8359929078014184,expert2,DeepCell 0.9.0 cyto,tile2,0.13,1886,688,52
49,0.8704914064391188,expert2,DeepCell 0.6.0 mem,tile2,0.13,1798,395,140
50,0.8733153638814016,expert2,DeepCell 0.6.0 cyto,tile2,0.13,1782,361,156
51,0.8076755342346271,expert2,Cellpose 2.1.0,tile2,0.13,1852,796,86
52,0.799562363238512,expert2,Cellpose 0.6.1,tile2,0.13,1827,805,111
53,0.8252317431607507,expert2,Cellpose 0.0.3.1,tile2,0.13,1825,660,113
54,0.6412265758091993,expert2,CellProfiler,tile2,0.13,941,56,997
55,0.0546448087431694,expert2,CellX,tile2,0.13,55,20,1883
56,0.5914918414918415,expert2,AICS(classic),tile2,0.13,1015,479,923
57,0.003069053708439898,expert2,Cellsegm,tile2,0.13,3,14,1935
58,0.3399846508058327,expert2,Voronoi,tile2,0.13,443,225,1495
59,0.748449069441665,expert2,Expert1,tile2,0.13,1870,1189,68
