,f1_score,expert,method,tile,jaccard_thre,TP,FP,FN
0,0.8319022457067371,expert1,DeepCell 0.12.3 mem,tile1,0.17,2519,106,912
1,0.8345777335324374,expert1,DeepCell 0.12.3 cyto,tile1,0.17,2515,81,916
2,0.8403497409326425,expert1,DeepCell 0.9.0 mem,tile1,0.17,2595,150,836
3,0.8404618637176777,expert1,DeepCell 0.9.0 cyto,tile1,0.17,2584,134,847
4,0.7947477539737388,expert1,DeepCell 0.6.0 mem,tile1,0.17,2300,57,1131
5,0.7804024496937882,expert1,DeepCell 0.6.0 cyto,tile1,0.17,2230,54,1201
6,0.8261900996362486,expert1,Cellpose 2.1.0,tile1,0.17,2612,280,819
7,0.8113357745581914,expert1,Cellpose 0.6.1,tile1,0.17,2548,302,883
8,0.8173061224489796,expert1,Cellpose 0.0.3.1,tile1,0.17,2503,191,928
9,0.44634036820835205,expert1,CellProfiler,tile1,0.17,994,29,2437
10,0.03904923599320883,expert1,CellX,tile1,0.17,69,34,3362
11,0.3946360153256705,expert1,AICS(classic),tile1,0.17,927,340,2504
12,0.0,expert1,Cellsegm,tile1,0.17,0,23,3431
13,0.19105493437044238,expert1,Voronoi,tile1,0.17,393,290,3038
14,0.7518552036199095,expert1,Expert2,tile1,0.17,2077,17,1354
15,0.8527230345412163,expert2,DeepCell 0.12.3 mem,tile1,0.17,2012,613,82
16,0.8533049040511727,expert2,DeepCell 0.12.3 cyto,tile1,0.17,2001,595,93
17,0.8315767720603431,expert2,DeepCell 0.9.0 mem,tile1,0.17,2012,733,82
18,0.8358270989193682,expert2,DeepCell 0.9.0 cyto,tile1,0.17,2011,707,83
19,0.8654235003370029,expert2,DeepCell 0.6.0 mem,tile1,0.17,1926,431,168
20,0.8707172224760165,expert2,DeepCell 0.6.0 cyto,tile1,0.17,1906,378,188
21,0.8094665062174088,expert2,Cellpose 2.1.0,tile1,0.17,2018,874,76
22,0.811084142394822,expert2,Cellpose 0.6.1,tile1,0.17,2005,845,89
23,0.8341687552213868,expert2,Cellpose 0.0.3.1,tile1,0.17,1997,697,97
24,0.5794032723772858,expert2,CellProfiler,tile1,0.17,903,120,1191
25,0.05188893946290396,expert2,CellX,tile1,0.17,57,46,2037
26,0.5141326986016067,expert2,AICS(classic),tile1,0.17,864,403,1230
27,0.001889466225791214,expert2,Cellsegm,tile1,0.17,2,21,2092
28,0.19949585884047533,expert2,Voronoi,tile1,0.17,277,406,1817
29,0.7518552036199095,expert2,Expert1,tile1,0.17,2077,1354,17
30,0.7936623565835003,expert1,DeepCell 0.12.3 mem,tile2,0.17,2179,253,880
31,0.7994942196531792,expert1,DeepCell 0.12.3 cyto,tile2,0.17,2213,264,846
32,0.7951850521020482,expert1,DeepCell 0.9.0 mem,tile2,0.17,2213,294,846
33,0.8091603053435115,expert1,DeepCell 0.9.0 cyto,tile2,0.17,2279,295,780
34,0.7566641279512567,expert1,DeepCell 0.6.0 mem,tile2,0.17,1987,206,1072
35,0.7474048442906575,expert1,DeepCell 0.6.0 cyto,tile2,0.17,1944,199,1115
36,0.803224110741195,expert1,Cellpose 2.1.0,tile2,0.17,2292,356,767
37,0.788965032507468,expert1,Cellpose 0.6.1,tile2,0.17,2245,387,814
38,0.7943722943722944,expert1,Cellpose 0.0.3.1,tile2,0.17,2202,283,857
39,0.41962524654832345,expert1,CellProfiler,tile2,0.17,851,146,2208
40,0.03318442884492661,expert1,CellX,tile2,0.17,52,23,3007
41,0.4612343509773775,expert1,AICS(classic),tile2,0.17,1050,444,2009
42,0.0,expert1,Cellsegm,tile2,0.17,0,17,3059
43,0.1647437617386638,expert1,Voronoi,tile2,0.17,307,361,2752
44,0.7468481088653192,expert1,Expert2,tile2,0.17,1866,72,1193
45,0.8471395881006865,expert2,DeepCell 0.12.3 mem,tile2,0.17,1851,581,87
46,0.8480181200453001,expert2,DeepCell 0.12.3 cyto,tile2,0.17,1872,605,66
47,0.8359955005624297,expert2,DeepCell 0.9.0 mem,tile2,0.17,1858,649,80
48,0.836436170212766,expert2,DeepCell 0.9.0 cyto,tile2,0.17,1887,687,51
49,0.8666182522391672,expert2,DeepCell 0.6.0 mem,tile2,0.17,1790,403,148
50,0.8664543004165646,expert2,DeepCell 0.6.0 cyto,tile2,0.17,1768,375,170
51,0.8037505451373747,expert2,Cellpose 2.1.0,tile2,0.17,1843,805,95
52,0.7947483588621445,expert2,Cellpose 0.6.1,tile2,0.17,1816,816,122
53,0.8207099253900068,expert2,Cellpose 0.0.3.1,tile2,0.17,1815,670,123
54,0.5976149914821124,expert2,CellProfiler,tile2,0.17,877,120,1061
55,0.04769001490312966,expert2,CellX,tile2,0.17,48,27,1890
56,0.5332167832167832,expert2,AICS(classic),tile2,0.17,915,579,1023
57,0.0020460358056265983,expert2,Cellsegm,tile2,0.17,2,15,1936
58,0.23944742900997698,expert2,Voronoi,tile2,0.17,312,356,1626
59,0.7468481088653192,expert2,Expert1,tile2,0.17,1866,1193,72
