,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
0,0.8352047556142669,1.3203454461575972,expert1,DeepCell 0.12.3 mem,tile1,0.15,2529,96,902
1,0.835905093744815,1.2894366577648055,expert1,DeepCell 0.12.3 cyto,tile1,0.15,2519,77,912
2,0.8426165803108808,1.233080331100823,expert1,DeepCell 0.9.0 mem,tile1,0.15,2602,143,829
3,0.8437144251097739,1.2078962961636988,expert1,DeepCell 0.9.0 cyto,tile1,0.15,2594,124,837
4,0.7964754664823773,1.2262171823123826,expert1,DeepCell 0.6.0 mem,tile1,0.15,2305,52,1126
5,0.7825021872265967,1.1600260346196845,expert1,DeepCell 0.6.0 cyto,tile1,0.15,2236,48,1195
6,0.8303020718013601,1.2018233460069285,expert1,Cellpose 2.1.0,tile1,0.15,2625,267,806
7,0.8119726158255055,1.1642344467582062,expert1,Cellpose 0.6.1,tile1,0.15,2550,300,881
8,0.8179591836734694,1.1095345236567906,expert1,Cellpose 0.0.3.1,tile1,0.15,2505,189,926
9,0.13780918727915195,0.5013646077089747,expert1,CellProfiler,tile1,0.15,312,785,3119
10,0.1622886866059818,0.008498220205465826,expert1,CellX,tile1,0.15,312,102,3119
11,0.2891156462585034,0.24802265842043594,expert1,AICS(classic),tile1,0.15,595,90,2836
12,0.006363899334683252,0.25322929376201453,expert1,Cellsegm,tile1,0.15,11,15,3420
13,0.21633446767136608,0.6201126319279938,expert1,Voronoi,tile1,0.15,445,238,2986
14,0.7522171945701357,0.8049131060216731,expert1,Expert2,tile1,0.15,2078,16,1353
15,0.8539944903581267,1.3203454461575972,expert2,DeepCell 0.12.3 mem,tile1,0.15,2015,610,79
16,0.8537313432835821,1.2894366577648055,expert2,DeepCell 0.12.3 cyto,tile1,0.15,2002,594,92
17,0.8315767720603431,1.233080331100823,expert2,DeepCell 0.9.0 mem,tile1,0.15,2012,733,82
18,0.8366583541147132,1.2078962961636988,expert2,DeepCell 0.9.0 cyto,tile1,0.15,2013,705,81
19,0.869916872612896,1.2262171823123826,expert2,DeepCell 0.6.0 mem,tile1,0.15,1936,421,158
20,0.8739150296939242,1.1600260346196845,expert2,DeepCell 0.6.0 cyto,tile1,0.15,1913,371,181
21,0.8106698756518251,1.2018233460069285,expert2,Cellpose 2.1.0,tile1,0.15,2021,871,73
22,0.8135113268608414,1.1642344467582062,expert2,Cellpose 0.6.1,tile1,0.15,2011,839,83
23,0.8362573099415205,1.1095345236567906,expert2,Cellpose 0.0.3.1,tile1,0.15,2002,692,92
24,0.17988091507364462,0.5013646077089747,expert2,CellProfiler,tile1,0.15,287,810,1807
25,0.20813397129186603,0.008498220205465826,expert2,CellX,tile1,0.15,261,153,1833
26,0.40158330334652753,0.24802265842043594,expert2,AICS(classic),tile1,0.15,558,127,1536
27,0.012264150943396227,0.25322929376201453,expert2,Cellsegm,tile1,0.15,13,13,2081
28,0.2412675549153763,0.6201126319279938,expert2,Voronoi,tile1,0.15,335,348,1759
29,0.7522171945701357,1.3572295817168887,expert2,Expert1,tile1,0.15,2078,1353,16
30,0.7969404480058278,1.3331190988651311,expert1,DeepCell 0.12.3 mem,tile2,0.15,2188,244,871
31,0.8063583815028902,1.3709160858915808,expert1,DeepCell 0.12.3 cyto,tile2,0.15,2232,245,827
32,0.7987782968020122,1.2558560717874183,expert1,DeepCell 0.9.0 mem,tile2,0.15,2223,284,836
33,0.81129060891177,1.2711864491608593,expert1,DeepCell 0.9.0 cyto,tile2,0.15,2285,289,774
34,0.7627570449352628,1.2917111006643762,expert1,DeepCell 0.6.0 mem,tile2,0.15,2003,190,1056
35,0.7547097270280662,1.3065462669912957,expert1,DeepCell 0.6.0 cyto,tile2,0.15,1963,180,1096
36,0.8042754512002803,1.2137291415782419,expert1,Cellpose 2.1.0,tile2,0.15,2295,353,764
37,0.7914250571077139,1.1912177173356582,expert1,Cellpose 0.6.1,tile2,0.15,2252,380,807
38,0.7950937950937951,1.138137617365024,expert1,Cellpose 0.0.3.1,tile2,0.15,2204,281,855
39,0.0191044776119403,0.8366869965031819,expert1,CellProfiler,tile2,0.15,48,1918,3011
40,0.15072122460994997,0.17854701206200294,expert1,CellX,tile2,0.15,256,82,2803
41,0.3174858984689766,0.3956893658413503,expert1,AICS(classic),tile2,0.15,591,73,2468
42,0.0006514657980456026,0.6069470210966394,expert1,Cellsegm,tile2,0.15,1,10,3058
43,0.19801448886503892,0.6723327786585072,expert1,Voronoi,tile2,0.15,369,299,2690
44,0.7476485891534921,0.8954701774204219,expert1,Expert2,tile2,0.15,1868,70,1191
45,0.8480549199084668,1.3331190988651311,expert2,DeepCell 0.12.3 mem,tile2,0.15,1853,579,85
46,0.8502831257078143,1.3709160858915808,expert2,DeepCell 0.12.3 cyto,tile2,0.15,1877,600,61
47,0.8364454443194601,1.2558560717874183,expert2,DeepCell 0.9.0 mem,tile2,0.15,1859,648,79
48,0.836436170212766,1.2711864491608593,expert2,DeepCell 0.9.0 cyto,tile2,0.15,1887,687,51
49,0.8704914064391188,1.2917111006643762,expert2,DeepCell 0.6.0 mem,tile2,0.15,1798,395,140
50,0.8733153638814016,1.3065462669912957,expert2,DeepCell 0.6.0 cyto,tile2,0.15,1782,361,156
51,0.8068033144352377,1.2137291415782419,expert2,Cellpose 2.1.0,tile2,0.15,1850,798,88
52,0.7956236323851203,1.1912177173356582,expert2,Cellpose 0.6.1,tile2,0.15,1818,814,120
53,0.823423016052453,1.138137617365024,expert2,Cellpose 0.0.3.1,tile2,0.15,1821,664,117
54,0.025614754098360656,0.8366869965031819,expert2,CellProfiler,tile2,0.15,50,1916,1888
55,0.2179261862917399,0.17854701206200294,expert2,CellX,tile2,0.15,248,90,1690
56,0.45964642582628745,0.3956893658413503,expert2,AICS(classic),tile2,0.15,598,66,1340
57,0.004104669061056952,0.6069470210966394,expert2,Cellsegm,tile2,0.15,4,7,1934
58,0.2885648503453569,0.6723327786585072,expert2,Voronoi,tile2,0.15,376,292,1562
59,0.7476485891534921,1.33199888670863,expert2,Expert1,tile2,0.15,1868,1191,70
