,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
0,0.7932628797886394,1.3203454461575972,expert1,DeepCell 0.12.3 mem,tile1,0.29,2402,223,1029
1,0.7940932470549196,1.2894366577648055,expert1,DeepCell 0.12.3 cyto,tile1,0.29,2393,203,1038
2,0.8112046632124352,1.233080331100823,expert1,DeepCell 0.9.0 mem,tile1,0.29,2505,240,926
3,0.809562530492763,1.2078962961636988,expert1,DeepCell 0.9.0 cyto,tile1,0.29,2489,229,942
4,0.7208016586040082,1.2262171823123826,expert1,DeepCell 0.6.0 mem,tile1,0.29,2086,271,1345
5,0.705511811023622,1.1600260346196845,expert1,DeepCell 0.6.0 cyto,tile1,0.29,2016,268,1415
6,0.7926617112130317,1.2018233460069285,expert1,Cellpose 2.1.0,tile1,0.29,2506,386,925
7,0.778220028657857,1.1642344467582062,expert1,Cellpose 0.6.1,tile1,0.29,2444,406,987
8,0.7830204081632653,1.1095345236567906,expert1,Cellpose 0.0.3.1,tile1,0.29,2398,296,1033
9,0.09982332155477032,0.5013646077089747,expert1,CellProfiler,tile1,0.29,226,871,3205
10,0.11391417425227568,0.008498220205465826,expert1,CellX,tile1,0.29,219,195,3212
11,0.16909620991253643,0.24802265842043594,expert1,AICS(classic),tile1,0.29,348,337,3083
12,0.0,0.25322929376201453,expert1,Cellsegm,tile1,0.29,0,26,3431
13,0.07146329606222654,0.6201126319279938,expert1,Voronoi,tile1,0.29,147,536,3284
14,0.7123981900452488,0.8049131060216731,expert1,Expert2,tile1,0.29,1968,126,1463
15,0.8116126297944479,1.3203454461575972,expert2,DeepCell 0.12.3 mem,tile1,0.29,1915,710,179
16,0.8063965884861407,1.2894366577648055,expert2,DeepCell 0.12.3 cyto,tile1,0.29,1891,705,203
17,0.8096714197148172,1.233080331100823,expert2,DeepCell 0.9.0 mem,tile1,0.29,1959,786,135
18,0.8154613466334164,1.2078962961636988,expert2,DeepCell 0.9.0 cyto,tile1,0.29,1962,756,132
19,0.7414064255223545,1.2262171823123826,expert2,DeepCell 0.6.0 mem,tile1,0.29,1650,707,444
