,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
0,0.18163804491413474,1.3193666548873275,expert1,DeepCell 0.12.3 cell membrane,tile1,0.7000000000000001,550,2075,2881
1,0.18948067031690724,1.2884764639982378,expert1,DeepCell 0.12.3 cytoplasm,tile1,0.7000000000000001,571,2025,2860
2,0.22053108808290156,1.232091886997324,expert1,DeepCell 0.9.0 cell membrane,tile1,0.7000000000000001,681,2064,2750
3,0.2097902097902098,1.2069237482776862,expert1,DeepCell 0.9.0 cytoplasm,tile1,0.7000000000000001,645,2073,2786
4,0.030062197650310988,1.225340405798695,expert1,DeepCell 0.6.0 cell membrane,tile1,0.7000000000000001,87,2270,3344
5,0.03254593175853018,1.1591974262449831,expert1,DeepCell 0.6.0 cytoplasm,tile1,0.7000000000000001,93,2191,3338
6,0.16447888660445992,1.2008052667222437,expert1,Cellpose 2.1.0,tile1,0.7000000000000001,520,2372,2911
7,0.19646553096640662,1.1632336223848965,expert1,Cellpose 0.6.1,tile1,0.7000000000000001,617,2233,2814
8,0.1626122448979592,1.1085993466137976,expert1,Cellpose 0.0.3.1,tile1,0.7000000000000001,498,2196,2933
9,0.004858657243816254,0.5009672649625546,expert1,CellProfiler,tile1,0.7000000000000001,11,1086,3420
10,0.004161248374512354,0.00836027039888821,expert1,CellX,tile1,0.7000000000000001,8,406,3423
11,0.0009718172983479105,0.2478478229586863,expert1,AICS(classic),tile1,0.7000000000000001,2,683,3429
12,0.0,0.2531823743897381,expert1,Cellsegm,tile1,0.7000000000000001,0,26,3431
13,0.0,0.6197057600243364,expert1,Voronoi,tile1,0.7000000000000001,0,683,3431
14,0.060090497737556564,0.8041984788945739,expert1,Expert2,tile1,0.7000000000000001,166,1928,3265
15,0.03263403263403263,1.3193666548873275,expert2,DeepCell 0.12.3 cell membrane,tile1,0.7000000000000001,77,2548,2017
16,0.02771855010660981,1.2884764639982378,expert2,DeepCell 0.12.3 cytoplasm,tile1,0.7000000000000001,65,2531,2029
17,0.07811531308121512,1.232091886997324,expert2,DeepCell 0.9.0 cell membrane,tile1,0.7000000000000001,189,2556,1905
18,0.11055694098088113,1.2069237482776862,expert2,DeepCell 0.9.0 cytoplasm,tile1,0.7000000000000001,266,2452,1828
19,0.0031453605931251404,1.225340405798695,expert2,DeepCell 0.6.0 cell membrane,tile1,0.7000000000000001,7,2350,2087
20,0.003654636820465966,1.1591974262449831,expert2,DeepCell 0.6.0 cytoplasm,tile1,0.7000000000000001,8,2276,2086
21,0.1355796229442439,1.2008052667222437,expert2,Cellpose 2.1.0,tile1,0.7000000000000001,338,2554,1756
22,0.1650485436893204,1.1632336223848965,expert2,Cellpose 0.6.1,tile1,0.7000000000000001,408,2442,1686
23,0.16499582289055972,1.1085993466137976,expert2,Cellpose 0.0.3.1,tile1,0.7000000000000001,395,2299,1699
24,0.0350987151363209,0.5009672649625546,expert2,CellProfiler,tile1,0.7000000000000001,56,1041,2038
25,0.0023923444976076554,0.00836027039888821,expert2,CellX,tile1,0.7000000000000001,3,411,2091
26,0.011514933429291111,0.2478478229586863,expert2,AICS(classic),tile1,0.7000000000000001,16,669,2078
27,0.0,0.2531823743897381,expert2,Cellsegm,tile1,0.7000000000000001,0,26,2094
28,0.0,0.6197057600243364,expert2,Voronoi,tile1,0.7000000000000001,0,683,2094
29,0.060090497737556564,1.3559512041251014,expert2,Expert1,tile1,0.7000000000000001,166,3265,1928
30,0.09215079220542706,1.3322272527810062,expert1,DeepCell 0.12.3 cell membrane,tile2,0.7000000000000001,253,2179,2806
31,0.0888728323699422,1.3699947215180344,expert1,DeepCell 0.12.3 cytoplasm,tile2,0.7000000000000001,246,2231,2813
32,0.14013654329859865,1.25494120152644,expert1,DeepCell 0.9.0 cell membrane,tile2,0.7000000000000001,390,2117,2669
33,0.1629682229717735,1.270253585701074,expert1,DeepCell 0.9.0 cytoplasm,tile2,0.7000000000000001,459,2115,2600
34,0.013328255902513329,1.2909085173768817,expert1,DeepCell 0.6.0 cell membrane,tile2,0.7000000000000001,35,2158,3024
35,0.013456362937331795,1.3057533327435087,expert1,DeepCell 0.6.0 cytoplasm,tile2,0.7000000000000001,35,2108,3024
36,0.1366742596810934,1.2127830194066151,expert1,Cellpose 2.1.0,tile2,0.7000000000000001,390,2258,2669
37,0.1662273765594799,1.1902721753107421,expert1,Cellpose 0.6.1,tile2,0.7000000000000001,473,2159,2586
38,0.14357864357864358,1.137258614920235,expert1,Cellpose 0.0.3.1,tile2,0.7000000000000001,398,2087,2661
39,0.001990049751243781,0.8358704614466961,expert1,CellProfiler,tile2,0.7000000000000001,5,1961,3054
40,0.004121283485428319,0.17837133733612853,expert1,CellX,tile2,0.7000000000000001,7,331,3052
41,0.0069836153639538006,0.3954552815891052,expert1,AICS(classic),tile2,0.7000000000000001,13,651,3046
42,0.0,0.60676135152342,expert1,Cellsegm,tile2,0.7000000000000001,0,11,3059
43,0.0,0.6719384477169968,expert1,Voronoi,tile2,0.7000000000000001,0,668,3059
44,0.07604562737642585,0.8947822367236766,expert1,Expert2,tile2,0.7000000000000001,190,1748,2869
45,0.014645308924485127,1.3322272527810062,expert2,DeepCell 0.12.3 cell membrane,tile2,0.7000000000000001,32,2400,1906
46,0.013590033975084938,1.3699947215180344,expert2,DeepCell 0.12.3 cytoplasm,tile2,0.7000000000000001,30,2447,1908
47,0.03419572553430821,1.25494120152644,expert2,DeepCell 0.9.0 cell membrane,tile2,0.7000000000000001,76,2431,1862
48,0.07313829787234043,1.270253585701074,expert2,DeepCell 0.9.0 cytoplasm,tile2,0.7000000000000001,165,2409,1773
49,0.0038731541999515854,1.2909085173768817,expert2,DeepCell 0.6.0 cell membrane,tile2,0.7000000000000001,8,2185,1930
50,0.003430531732418525,1.3057533327435087,expert2,DeepCell 0.6.0 cytoplasm,tile2,0.7000000000000001,7,2136,1931
51,0.11295246402093327,1.2127830194066151,expert2,Cellpose 2.1.0,tile2,0.7000000000000001,259,2389,1679
52,0.13435448577680525,1.1902721753107421,expert2,Cellpose 0.6.1,tile2,0.7000000000000001,307,2325,1631
53,0.13701107845353833,1.137258614920235,expert2,Cellpose 0.0.3.1,tile2,0.7000000000000001,303,2182,1635
54,0.0010245901639344263,0.8358704614466961,expert2,CellProfiler,tile2,0.7000000000000001,2,1964,1936
55,0.004393673110720563,0.17837133733612853,expert2,CellX,tile2,0.7000000000000001,5,333,1933
56,0.012298232129131437,0.3954552815891052,expert2,AICS(classic),tile2,0.7000000000000001,16,648,1922
57,0.0,0.60676135152342,expert2,Cellsegm,tile2,0.7000000000000001,0,11,1938
58,0.0,0.6719384477169968,expert2,Voronoi,tile2,0.7000000000000001,0,668,1938
59,0.07604562737642585,1.3308739710288882,expert2,Expert1,tile2,0.7000000000000001,190,2869,1748
